GeneID,Symbol,Description,Synonyms,Maestro score,FDR,Evidence,Tissues
210582,Coq10a,coenzyme Q10 homolog A (yeast),"Gm1, E9Q3H6",30,0%,"""targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain+, induction, MS/MS++""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, largeintestine, stomach"
68653,Samm50,sorting and assembly machinery component 50 homolog (S. cerevisiae),"1110030L07Rik, Q8BGH2",30,0%,"""literature, APEX_IMS, APEX_matrix, yeast mito homolog++, Rickettsial homolog, induction, coexpression++, MS/MS++""",all 14
118451,Mrps2,mitochondrial ribosomal protein S2,"1500019M10Rik, Q924T2",30,0%,"""literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression+, MS/MS+""","cerebrum, cerebellum, brainstem, spinalcord, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis"
20930,Surf1,surfeit gene 1,"0610010F23Rik, Surf-1, P09925",30,0%,"""literature, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, coexpression, MS/MS""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis"
69163,Mrpl44,mitochondrial ribosomal protein L44,"1810030E18Rik, 5730593H20Rik, AI463302, Q9CY73",30,0%,"""literature, APEX_matrix, targetP signal+, yeast mito homolog++, induction, coexpression+, MS/MS++""","cerebrum, spinalcord, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis"
18673,Phb,prohibitin,"Bap32, P67778",30,0%,"""literature, yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++""",all 14
231279,Guf1,GUF1 GTPase homolog (S. cerevisiae),"4631409J12, AA407526, EF-4, Q8C3X4",30,0%,"""APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, coexpression, MS/MS+""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
216151,Polrmt,polymerase (RNA) mitochondrial (DNA directed),"1110018N15Rik, 4932416K13, Q8BKF1",29,0%,"""literature, APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain+, coexpression++, MS/MS""","cerebrum, cerebellum, brainstem, spinalcord, kidney, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis"
66092,Ghitm,growth hormone inducible transmembrane protein,"1010001P14Rik, C77840, MICS1, PTD010, Tmbim5, Q91VC9",29,0%,"""literature, APEX_IMS, targetP signal+, Rickettsial homolog, mito protein domain+, induction, coexpression++, MS/MS""",all 14
30055,Timm13,translocase of inner mitochondrial membrane 13,"D10Ertd378e, Tim9, Timm9, P62075",29,0%,"""literature, APEX_IMS, yeast mito homolog++, mito protein domain+, induction, coexpression, MS/MS++""",all 14
12896,Cpt2,carnitine palmitoyltransferase 2,"AI323697, CPTII, P52825",29,0%,"""literature, APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain, induction, coexpression+, MS/MS++""",all 14
107732,Mrpl10,mitochondrial ribosomal protein L10,"0610040E02Rik, C78440, MRP-L8, Rpml8, Q3TBW2",29,0%,"""literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, coexpression+, MS/MS++""",all 14
68291,Mto1,mitochondrial translation optimization 1 homolog (S. cerevisiae),"2310039H01Rik, 5730419A02Rik, Q923Z3",29,0%,"""literature, APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression++""","cerebellum, spinalcord, stomach, placenta"
11757,Prdx3,peroxiredoxin 3,"AW822249, Aop1, D0Tohi1, Ef2l, Mer5, Prx3, SP22, TDXM, P20108",29,0%,"""literature, APEX_IMS, APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++""",all 14
11957,Atp5j,"""ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F""",P97450,29,0%,"""literature, APEX_IMS, targetP signal, mito protein domain+, induction, coexpression++, MS/MS++""",all 14
12866,Cox7a2,cytochrome c oxidase subunit VIIa 2,"COX7AL, Cox7a3, CoxVIIa-L, P48771",29,0%,"""literature, targetP signal, mito protein domain+, induction, coexpression++, MS/MS++""",all 14
216792,Iba57,"""IBA57, iron-sulfur cluster assembly homolog (S. cerevisiae)""","4930543L23Rik, A230051G13Rik, C1orf69, Q8CAK1",29,0%,"""APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS++""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis"
18100,Mrpl40,mitochondrial ribosomal protein L40,"Nlvcf, Q9Z2Q5",29,0%,"""literature, APEX_matrix, targetP signal+, yeast mito homolog++, mito protein domain+, induction, coexpression, MS/MS""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
227095,Hibch,3-hydroxyisobutyryl-Coenzyme A hydrolase,"2610509I15Rik, AI648812, Q8QZS1",29,0%,"""literature, APEX_matrix, targetP signal+, yeast mito homolog+, mito protein domain, induction, coexpression, MS/MS++""",all 14
407785,Ndufs6,NADH dehydrogenase (ubiquinone) Fe-S protein 6,"BC059730, IP13, P52503",29,0%,"""literature, APEX_matrix, targetP signal+, mito protein domain+, coexpression++, MS/MS++""",all 14
28295,D10Jhu81e,"""DNA segment, Chr 10, Johns Hopkins University 81 expressed""","C21orf33, ES1, Q9D172",29,0%,"""APEX_matrix, targetP signal+, mito protein domain, induction, coexpression++, MS/MS++""",all 14
67041,Oxct1,3-oxoacid CoA transferase 1,"2610008O03Rik, Oxct, Oxct2a, Scot-s, Q9D0K2",29,0%,"""literature, APEX_matrix, targetP signal+, mito protein domain, induction, coexpression++, MS/MS++""","cerebrum, cerebellum, brainstem, spinalcord, kidney, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
66218,Ndufb9,"""NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 9""","1190008J14Rik, Q9CQJ8",29,0%,"""literature, APEX_IMS, APEX_matrix, targetP signal, mito protein domain+, induction, coexpression++, MS/MS++""",all 14
12864,Cox6c,cytochrome c oxidase subunit VIc,Q9CPQ1,29,0%,"""literature, APEX_IMS, APEX_matrix, targetP signal, mito protein domain+, induction, coexpression++, MS/MS++""",all 14
20656,Sod2,"""superoxide dismutase 2, mitochondrial""","MnSOD, Sod-2, P09671",29,0%,"""literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, MS/MS++""",all 14
66046,Ndufb5,"""NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 5""","0610007D05Rik, AU015782, SGDH, Q9CQH3",29,0%,"""literature, APEX_IMS, APEX_matrix, targetP signal+, mito protein domain+, induction, coexpression++, MS/MS+""",all 14
15107,Hadh,hydroxyacyl-Coenzyme A dehydrogenase,"AA409008, AU019341, AW742602, HCDH, Hadhsc, Schad, Q61425",28,0%,"""literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++""",all 14
14151,Fech,ferrochelatase,"AI894116, Fcl, fch, Q544X6",28,0%,"""literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS++""",all 14
79464,Lias,lipoic acid synthetase,"2900022L22Rik, 4933425M12Rik, 7a5ex, C77512, mLip1, Q99M04",28,0%,"""literature, APEX_matrix, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS""","brainstem, skeletalmuscle, adipose, largeintestine, placenta"
18041,Nfs1,nitrogen fixation gene 1 (S. cerevisiae),"AA987187, m-Nfs1, m-Nfsl, Q9Z1J3",28,0%,"""literature, APEX_matrix, targetP signal+, yeast mito homolog, Rickettsial homolog, mito protein domain+, coexpression+, MS/MS++""",all 14
14148,Fdx1,ferredoxin 1,P46656,28,0%,"""literature, APEX_matrix, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS+""",all 14
217038,Mrm1,mitochondrial rRNA methyltransferase 1 homolog (S. cerevisiae),"A530065E19Rik, ENSMUSG00000054212, Q99J25",28,0%,"""APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, coexpression""","spinalcord, placenta, testis"
68565,Mrps18a,mitochondrial ribosomal protein S18A,"1110004O20Rik, C79712, Q99N85",28,0%,"""literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++""","cerebrum, brainstem, spinalcord, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis"
75593,Malsu1,mitochondrial assembly of ribosomal large subunit 1,"2410003K15Rik, Matsu1, Q9CWV0",28,0%,"""literature, APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression+, MS/MS""","cerebrum, cerebellum, liver, smallintestine, largeintestine, placenta"
229487,Pet112,PET112 homolog (S. cerevisiae),"9430026F02Rik, Pet112l, Q99JT1",28,0%,"""literature, APEX_matrix, targetP signal+, yeast mito homolog, Rickettsial homolog, mito protein domain+, coexpression+, MS/MS""","cerebrum, skeletalmuscle, adipose, stomach, testis"
70120,Yars2,tyrosyl-tRNA synthetase 2 (mitochondrial),"2210023C10Rik, tyrRS, Q8BYL4",28,0%,"""literature, APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS+""","brainstem, spinalcord, kidney, adipose, smallintestine, largeintestine, stomach, placenta, testis"
14297,Fxn,frataxin,"FA, FARR, Frda, X25, O35943",28,0%,"""literature, APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS+""",all 14
15929,Idh3g,"""isocitrate dehydrogenase 3 (NAD+), gamma""",P70404,28,0%,"""literature, APEX_matrix, yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++""",all 14
66230,Mrps28,mitochondrial ribosomal protein S28,"1500012D08Rik, AW061224, Q9CY16",28,0%,"""literature, targetP signal+, mito protein domain+, coexpression++, MS/MS++""",all 14
21856,Timm44,translocase of inner mitochondrial membrane 44,"0710005E20Rik, D8Ertd118e, Mimt44, Tim44, O35857",28,0%,"""literature, APEX_matrix, targetP signal, yeast mito homolog, mito protein domain, induction, coexpression++, MS/MS++""",all 14
270166,Clpx,caseinolytic peptidase X (E.coli),"AU014732, E330029I21, Q9JHS4",28,0%,"""literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS++""",all 14
94062,Mrpl3,mitochondrial ribosomal protein L3,"2010320L16Rik, 5930422H18Rik, AA407889, Q99N95",28,0%,"""literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, placenta, testis"
26922,Mecr,mitochondrial trans-2-enoyl-CoA reductase,"AI195831, Nrbf1, Q9DCS3",28,0%,"""literature, APEX_matrix, targetP signal+, yeast mito homolog++, mito protein domain, coexpression, MS/MS++""",all 14
57279,Slc25a20,"""solute carrier family 25 (mitochondrial carnitine/acylcarnitine translocase), member 20""","1110007P09Rik, C78826, Cact, mCAC, Q9Z2Z6",28,0%,"""literature, yeast mito homolog+, mito protein domain+, induction, coexpression, MS/MS++""",all 14
11739,Slc25a4,"""solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 4""","AU019225, Ant1, P48962",28,0%,"""literature, yeast mito homolog+, mito protein domain+, induction, coexpression, MS/MS++""",all 14
56428,Mtch2,mitochondrial carrier homolog 2 (C. elegans),"2310034D24Rik, 4930539J07Rik, HSPC032, Q791V5",28,0%,"""literature, APEX_IMS, yeast mito homolog+, mito protein domain+, induction, coexpression+, MS/MS++""",all 14
18604,Pdk2,"""pyruvate dehydrogenase kinase, isoenzyme 2""",Q9JK42,28,0%,"""literature, APEX_matrix, targetP signal, yeast mito homolog+, mito protein domain+, induction, coexpression, MS/MS++""",all 14
22333,Vdac1,voltage-dependent anion channel 1,"AL033343, Vdac5, Q60932",28,0%,"""literature, APEX_IMS, yeast mito homolog+, mito protein domain+, coexpression++, MS/MS++""",all 14
110323,Cox6b1,"""cytochrome c oxidase, subunit VIb polypeptide 1""","2010000G05Rik, Cox6b, P56391",28,0%,"""literature, APEX_IMS, yeast mito homolog+, mito protein domain+, coexpression++, MS/MS++""",all 14
66163,Mrpl4,mitochondrial ribosomal protein L4,"1110017G11Rik, Q9DCU6",28,0%,"""literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, MS/MS++""","cerebrum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, placenta, testis"
64659,Mrps14,mitochondrial ribosomal protein S14,"1810032L21Rik, AL022847, Rpms14, Q9CR88",28,0%,"""literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS++""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
15526,Hspa9,heat shock protein 9,"74kDa, Csa, Grp75, Hsc74, Hsp74, Hsp74a, Hspa9a, Mortalin, Mot-2, Mot2, Mthsp70, Pbp74, P38647",28,0%,"""APEX_matrix, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS++""",all 14
66108,Ndufa9,"""NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9""","1010001N11Rik, Q9DC69",27,0%,"""literature, APEX_matrix, targetP signal+, mito protein domain, induction, coexpression++, MS/MS++""",all 14
17991,Ndufa2,"""NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 2""","AV000592, B8, C1-B8, CI-B8, Q9CQ75",27,0%,"""literature, APEX_matrix, targetP signal+, mito protein domain, induction, coexpression++, MS/MS++""",all 14
66383,Iscu,IscU iron-sulfur cluster scaffold homolog (E. coli),"2310020H20Rik, AA407971, Nifu, Nifun, Q9D7P6",27,0%,"""literature, APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS++""",all 14
12261,C1qbp,"""complement component 1, q subcomponent binding protein""","AA407365, AA986492, D11Wsu182e, HABP1, P32, gC1qBP, Q8R5L1",27,0%,"""literature, APEX_matrix, targetP signal+, yeast mito homolog++, mito protein domain, induction, coexpression, MS/MS++""",all 14
215951,Lace1,lactation elevated 1,"CG8520, Q3V384",27,0%,"""APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, coexpression, MS/MS+""","cerebrum, cerebellum, spinalcord, heart, adipose, smallintestine, largeintestine, stomach, placenta"
433771,Minos1,mitochondrial inner membrane organizing system 1,"2310028O11Rik, Q7TNS2",27,0%,"""literature, APEX_IMS, yeast mito homolog, mito protein domain+, induction, coexpression++, MS/MS++""",all 14
12856,Cox17,cytochrome c oxidase assembly protein 17,"AI037035, P56394",27,0%,"""literature, APEX_IMS, yeast mito homolog, mito protein domain+, induction, coexpression++, MS/MS++""","heart, adipose, smallintestine, placenta, testis"
56046,Uqcc1,ubiquinol-cytochrome c reductase complex assembly factor 1,"2310079L17Rik, 2410003P15Rik, 3110038N19Rik, Bfzb, Bfzp, Uqcc, Q9CWU6",27,0%,"""literature, APEX_matrix, targetP signal, yeast mito homolog, mito protein domain+, coexpression++, MS/MS++""","cerebrum, cerebellum, brainstem, spinalcord, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
66845,Mrpl33,mitochondrial ribosomal protein L33,"0610009M10Rik, L33mt, MRP-L33, Q9CQP0",27,0%,"""literature, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS++""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, stomach, placenta, testis"
11363,Acadl,"""acyl-Coenzyme A dehydrogenase, long-chain""","AA960361, AU018452, C79855, LCAD, P51174",27,0%,"""literature, targetP signal+, mito protein domain+, induction, coexpression+, MS/MS++""",all 14
17993,Ndufs4,NADH dehydrogenase (ubiquinone) Fe-S protein 4,"6720411N02Rik, C1-18k, Q9CXZ1",27,0%,"""literature, APEX_matrix, targetP signal+, mito protein domain+, coexpression++, MS/MS++""",all 14
12034,Phb2,prohibitin 2,"AU044498, BAP, Bap37, Bcap37, REA, O35129",27,0%,"""literature, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS++""",all 14
12040,Bckdhb,"""branched chain ketoacid dehydrogenase E1, beta polypeptide""",Q6P3A8,27,0%,"""literature, APEX_matrix, yeast mito homolog+, Rickettsial homolog, mito protein domain+, coexpression+, MS/MS++""","cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis"
24030,Mrps12,mitochondrial ribosomal protein S12,"AI327385, Rpms12, rps12, O35680",27,0%,"""literature, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression+, MS/MS+""","cerebrum, cerebellum, brainstem, spinalcord, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis"
67707,Mrpl24,mitochondrial ribosomal protein L24,"2010005E08Rik, 2810470K06Rik, 6720473G22Rik, AA407670, Q9CQ06",27,0%,"""literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS++""","cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
223722,Mcat,malonyl CoA:ACP acyltransferase (mitochondrial),"AI225907, BC025519, Q8R3F5",27,0%,"""literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS++""","spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
68537,Mrpl13,mitochondrial ribosomal protein L13,"1110002D09Rik, Q9D1P0",27,0%,"""literature, APEX_matrix, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS++""",all 14
